UserID,Gender,Region of Birth,Region of Residence,How long ago did you move to your current country of residence?,Do you have children?,Education Level (Highest achieved or currently pursuing),Job Status,Job Role,Job Level,Topic(s) of interest,Social Media Usage,How concerned are you that policies to address global warming will increase your cost of living?,How important is it to you that this country leads the world in new technologies and innovation?,Do you agree or disagree with the question: True patriotism means leaving the country better than you found it.,"On social and political issues, where would you place yourself?",An ideal society requires some groups to be on top and others to be on the bottom.,Do you feel optimistic or pessimistic about the future?,"Do you think the number of immigrants to your country should be increased, reduced, or remain the same?",Do you think that global warming is happening?,"Assuming global warming is happening, do you think it is?",Which comes closest to your own view about what most scientists think?,How strongly do you agree or disagree with the following question: Global warming is affecting the weather in your country.,"In your opinion, when will global warming start to harm people in your country?",How much do you think global warming will harm plants and animal species?,How much do you think global warming will harm future generations of people?,How much do you think global warming will harm people in developing countries?,How much do you think global warming will harm people in your country?,How much do you think global warming will harm you personally?,When do you think global warming will start to harm people in your country?,How much do you agree or disagree with the following question: I have personally experienced the effects of global warming?,"Fund more research into renewable energy sources, such as solar and wind power.",Require fossil fuel companies to pay a carbon tax and use the money to reduce other taxes (such as income tax) by an equal amount.,Provide tax rebates for people who purchase energy-efficient vehicles or solar panels.,Set strict CO2 emission limits on coal-fired power plants.,Drill for oil in natural areas or reserves.,Expand offshore drilling for oil and natural gas off your country's coast.,Do you think the following should be doing more or less to address global warming? Corporations and industry.,The President.,Congress.,Your Governor.,Your local officials.,Citizens themselves.,Should global warming be a priority for the next president and Congress?,Should developing sources of clean energy be a priority?,Generate renewable energy (solar and wind) on public land in your country.,Support the economy transition from fossil fuels to 100% clean energy by 2050.,How often do you discuss global warming with your friends and family?,How often do you hear about global warming in the media?,How severe would you rate the personal effects of global warming that you have experienced?,"Would you personally be willing to pay higher energy bills to support more renewable energy development (solar, wind, etc.)?",How responsible do you feel personally for helping reduce the effects of global warming on future generations?,Do you agree or disagree with the statement: True patriotism means leaving the country better than you found it.,"The spread of certain viruses and/or diseases is the result of the deliberate, concealed efforts of some organization.",A lot of important information is deliberately concealed from the public out of self-interest.,Certain significant events have been the result of the activity of a small group that secretly manipulates world events.,The government uses innocent people as patsies to hide its involvement in criminal activity.,Experiments involving new drugs or technologies are routinely carried out on the public without their knowledge or consent.,The government permits or perpetrates acts of terrorism on its own soil disguising its involvement.,New and advanced technology which would harm current industry is being suppressed.,The power held by heads of state is second to that of small unknown groups who really control world politics.,Secret organizations communicate with extraterrestrials but keep this fact from the public.,Some UFO sightings and rumors are planned or staged in order to distract the public from real alien contact.,The government is involved in the murder of innocent citizens and or well-known public figures and keeps this a secret.,A small secret group of people is responsible for making all major decisions such as going to war.,Technology with mind-control capacities is used on people without their knowledge.,Evidence of alien contact is being concealed from the public.,Groups of scientists manipulate fabricate or suppress evidence in order to deceive the public.,I see myself as someone who is reserved.,I see myself as someone who is generally trusting.,I see myself as someone who tends to be lazy.,"I see myself as someone who is relaxed, handles stress well.",I see myself as someone who has few artistic interests.,"I see myself as someone who is outgoing, sociable.",I see myself as someone who tends to find fault with others.,I see myself as someone who does a thorough job.,I see myself as someone who gets nervous easily.,I see myself as someone who has an active imagination.,Question 93,Question 94,Question 95,Question 96,Question 97
6808b93084077492cbea92f4,Male,Asia,Europe,5-10 years,No,Undergraduate Degree,Employed,Engineering/Technical,Entry Level,HealthNutrition,3-5 hours/day,Don’t know,Very important,Somewhat agree,Prefer not to answer,Somewhat favor,Somewhat optimistic,Increased,Don’t know,Caused mostly by human activities,Don’t know enough to say,Strongly agree,In 25 years,Only a little,A moderate amount,A moderate amount,Don’t know,Don’t know,Never,Somewhat agree,Somewhat support,Somewhat support,Somewhat support,Strongly support,Somewhat oppose,Somewhat oppose,Much less,More,More,More,More,Much more,Very high,Low,Strongly agree,Strongly disagree,Occasionally,Several times a year,Slightly severe,"Yes, definitely",Slightly responsible,Somewhat agree,strongly_agree,neutral,agree,strongly_disagree,agree,neutral,neutral,neutral,disagree,disagree,neutral,agree,agree,agree,strongly_agree,agree_a_little,neutral,neutral,disagree_a_little,disagree_a_little,neutral,neutral,agree_a_little,disagree_a_little,disagree_a_little,,,,,
6808b82684077492cbea928c,Female,Europe,Europe,>10 years,No,Undergraduate Degree,Unemployed,N/A,N/A,Politics Culture HealthNutrition,5+ hours/day,Very concerned,Very important,Strongly agree,Slightly liberal,Neutral,Very pessimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,A great deal,A great deal,A great deal,A great deal,A great deal,They are being harmed right now,Somewhat agree,Strongly support,Somewhat oppose,Strongly support,Somewhat support,Strongly oppose,Strongly oppose,Much more,Much more,Much more,Much more,Much more,Much more,Very high,High,Strongly agree,Somewhat agree,Often,Several times a year,Very severe,Don’t know,Very responsible,Strongly agree,disagree,strongly_agree,neutral,agree,disagree,neutral,agree,neutral,strongly_disagree,strongly_disagree,agree,disagree,strongly_disagree,strongly_disagree,disagree,disagree_strongly,neutral,neutral,agree_a_little,disagree_a_little,agree_strongly,disagree_strongly,disagree_strongly,agree_strongly,agree_a_little,,,,,
6808b5e684077492cbea9282,Male,Asia,Asia,>10 years,No,Undergraduate Degree,Freelance,Engineering/Technical,Entry Level,Culture Economics Politics,1-3 hours/day,Not very concerned,Very important,Strongly agree,Conservative,Neutral,Somewhat pessimistic,Increased,Yes,Caused mostly by human activities,There is a lot of disagreement among scientists about whether or not global warming is happening,Somewhat agree,In 50 years,Only a little,A moderate amount,A great deal,Only a little,Only a little,In 50 years,Somewhat disagree,Strongly support,Somewhat support,Somewhat oppose,Somewhat oppose,Somewhat oppose,Somewhat oppose,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Rarely,Once a year or less often,Moderately severe,"Yes, definitely",Moderately responsible,Strongly agree,disagree,strongly_agree,agree,strongly_agree,agree,neutral,agree,neutral,agree,neutral,agree,neutral,strongly_agree,neutral,agree,agree_a_little,agree_a_little,agree_a_little,agree_strongly,agree_a_little,agree_strongly,disagree_a_little,disagree_a_little,disagree_strongly,agree_a_little,,,,,
6808babb84077492cbea93c8,Female,Asia,Asia,>10 years,No,High School Degree,Unemployed,N/A,N/A,HealthNutrition,5+ hours/day,Somewhat concerned,Very important,Somewhat agree,Conservative,Somewhat oppose,Neither optimistic nor pessimistic,Reduced,Yes,Don’t know,There is a lot of disagreement among scientists about whether or not global warming is happening,Somewhat agree,They are being harmed right now,A moderate amount,A great deal,A great deal,A great deal,A great deal,They are being harmed right now,Somewhat agree,Strongly support,Somewhat support,Somewhat support,Somewhat support,Somewhat support,Somewhat support,More,More,More,More,More,More,High,High,Strongly agree,Strongly agree,Often,At least once a week,Slightly severe,Probably yes,Slightly responsible,Somewhat agree,agree,agree,agree,agree,disagree,disagree,disagree,agree,neutral,neutral,neutral,neutral,agree,neutral,neutral,agree_a_little,agree_a_little,neutral,agree_strongly,agree_a_little,agree_strongly,neutral,agree_a_little,agree_strongly,agree_strongly,,,,,
6808bc2c84077492cbea9434,Female,Europe,Europe,>10 years,No,High School Degree,Unemployed,N/A,N/A,HealthNutrition,1-3 hours/day,Somewhat concerned,Moderately important,Somewhat agree,Moderate / Middle of the road,Neutral,Somewhat pessimistic,Reduced,Don’t know,Don’t know,Don’t know enough to say,Somewhat agree,Don’t know,Don’t know,Don’t know,A moderate amount,A moderate amount,A moderate amount,They are being harmed right now,Somewhat agree,Somewhat support,Somewhat oppose,Somewhat support,Somewhat support,Somewhat oppose,Somewhat oppose,More,Currently doing the right amount,Currently doing the right amount,Currently doing the right amount,Currently doing the right amount,Much less,Very high,Very high,Strongly agree,Strongly agree,Rarely,Once a year or less often,Slightly severe,Definitely not,Moderately responsible,Neither agree nor disagree,disagree,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,agree_strongly,disagree_a_little,disagree_a_little,neutral,disagree_a_little,agree_strongly,neutral,agree_strongly,agree_a_little,neutral,,,,,
6808c27084077492cbea95e2,Female,Asia,Europe,<5 years,Yes,Postgraduate Degree,Employed,Engineering/Technical,Senior Level,HealthNutrition,1-3 hours/day,Very concerned,Extremely important,Neither agree nor disagree,Moderate / Middle of the road,Neutral,Neither optimistic nor pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,A moderate amount,A great deal,A moderate amount,A great deal,A moderate amount,They are being harmed right now,Somewhat agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Occasionally,At least once a week,Slightly severe,Probably yes,Very responsible,Strongly agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,strongly_agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree_a_little,neutral,disagree_strongly,agree_a_little,neutral,disagree_strongly,disagree_strongly,agree_a_little,disagree_a_little,agree_strongly,,,,,
6808c30884077492cbea95ec,Male,Europe,Europe,>10 years,No,Undergraduate Degree,Unemployed,N/A,N/A,History Politics,3-5 hours/day,Very concerned,Extremely important,Strongly agree,Moderate / Middle of the road,Neutral,Somewhat optimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,Don’t know,A moderate amount,A moderate amount,A great deal,A great deal,They are being harmed right now,Somewhat agree,Strongly support,Somewhat support,Strongly support,Somewhat oppose,Somewhat oppose,Somewhat oppose,Much more,More,More,More,Currently doing the right amount,Currently doing the right amount,High,Very high,Strongly agree,Strongly agree,Often,At least once a month,Slightly severe,Probably not,Very responsible,Somewhat agree,disagree,strongly_agree,disagree,neutral,disagree,neutral,strongly_agree,neutral,disagree,disagree,neutral,disagree,disagree,disagree,agree,neutral,neutral,agree_strongly,neutral,disagree_a_little,agree_strongly,agree_a_little,agree_a_little,agree_strongly,agree_strongly,,,,,
6808c36684077492cbea9658,Female,Asia,Asia,>10 years,No,Postgraduate Degree,Employed,Engineering/Technical,Senior Level,Culture Geography,0-1 hour/day,Somewhat concerned,Very important,Strongly agree,Slightly liberal,Strongly oppose,Somewhat optimistic,Increased,Yes,Caused mostly by human activities,There is a lot of disagreement among scientists about whether or not global warming is happening,Somewhat agree,In 25 years,A moderate amount,A moderate amount,A moderate amount,A moderate amount,A moderate amount,In 10 years,Somewhat disagree,Strongly support,Somewhat support,Strongly support,Strongly support,Strongly support,Strongly support,More,Much more,Much more,Much more,Much more,Much more,Very high,High,Strongly agree,Strongly agree,Occasionally,At least once a month,Slightly severe,Probably yes,Slightly responsible,Somewhat agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,neutral,agree,agree,agree,neutral,agree_strongly,agree_a_little,agree_strongly,disagree_a_little,agree_strongly,agree_strongly,agree_strongly,neutral,agree_strongly,,,,,
6808c56984077492cbea965e,Female,Asia,Asia,>10 years,No,Undergraduate Degree,Employed,Engineering/Technical,Entry Level,Politics History Culture Geography HealthNutrition,3-5 hours/day,Don’t know,Extremely important,Strongly agree,Very conservative,Somewhat oppose,Somewhat optimistic,Remain the same,Yes,Caused mostly by human activities,Don’t know enough to say,Strongly agree,In 10 years,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,In 10 years,Somewhat agree,Strongly support,Strongly support,Strongly support,Strongly support,Somewhat support,Strongly support,Much more,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Rarely,Several times a year,Moderately severe,Probably yes,Moderately responsible,Strongly agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,neutral,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,agree_a_little,agree_a_little,agree_a_little,agree_a_little,disagree_a_little,agree_a_little,disagree_a_little,neutral,neutral,agree_strongly,,,,,
6808c0d684077492cbea95d6,Female,Europe,Europe,>10 years,No,Undergraduate Degree,Unemployed,N/A,N/A,Culture History HealthNutrition Geography Economics,1-3 hours/day,Somewhat concerned,Extremely important,Strongly agree,Slightly conservative,Somewhat favor,Somewhat pessimistic,Remain the same,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,They are being harmed right now,A great deal,A great deal,A great deal,A great deal,A great deal,They are being harmed right now,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Somewhat oppose,Somewhat oppose,More,Much more,Much more,Much more,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Occasionally,At least once a week,Very severe,Probably yes,Very responsible,Strongly agree,neutral,strongly_agree,agree,agree,neutral,neutral,agree,disagree,strongly_disagree,strongly_disagree,agree,agree,agree,strongly_disagree,neutral,agree_a_little,neutral,agree_a_little,neutral,disagree_strongly,neutral,neutral,neutral,agree_a_little,agree_a_little,,,,,
6808c45684077492cbea965a,Female,Asia,Asia,>10 years,No,Postgraduate Degree,Employed,Engineering/Technical,Entry Level,Culture Politics Geography HealthNutrition,1-3 hours/day,Somewhat concerned,Very important,Somewhat agree,Slightly liberal,Neutral,Somewhat optimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Somewhat agree,In 10 years,A moderate amount,A great deal,A great deal,A great deal,A moderate amount,In 10 years,Somewhat agree,Strongly support,Strongly support,Strongly support,Strongly support,Somewhat oppose,Somewhat support,Less,More,More,More,More,Much more,Very high,Very high,Strongly agree,Somewhat agree,Rarely,Once a year or less often,Slightly severe,Probably not,Very responsible,Somewhat agree,neutral,agree,disagree,agree,neutral,agree,disagree,neutral,strongly_disagree,strongly_disagree,strongly_agree,disagree,disagree,strongly_disagree,agree,neutral,neutral,disagree_strongly,agree_strongly,agree_a_little,disagree_a_little,disagree_a_little,agree_a_little,disagree_strongly,agree_a_little,,,,,
6808c27084077492cbea95e4,Female,Asia,Asia,>10 years,Yes,Postgraduate Degree,Unemployed,N/A,N/A,HealthNutrition,3-5 hours/day,Not very concerned,Extremely important,Strongly agree,Moderate / Middle of the road,Neutral,Very pessimistic,Reduced,Yes,Caused mostly by human activities,Most scientists think global warming is happening,Strongly agree,Don’t know,A great deal,A great deal,A great deal,A great deal,A great deal,Never,Somewhat agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,More,More,More,More,Much more,Much more,Very high,Very high,Strongly agree,Strongly agree,Rarely,At least once a week,Not severe at all,Probably yes,Slightly responsible,Strongly agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,agree,strongly_agree,strongly_agree,strongly_agree,agree,agree_a_little,neutral,disagree_strongly,disagree_a_little,agree_strongly,agree_strongly,neutral,agree_strongly,agree_a_little,agree_a_little,,,,,
